Feature 	 Val_totalreads 	 Coq_totalreads
PiuraChilensis_v1_contig_3992 	 2 	 12
PiuraChilensis_v1_contig_3993 	 74 	 106
PiuraChilensis_v1_contig_3994 	 27 	 31
PiuraChilensis_v1_contig_3995 	 79 	 98
PiuraChilensis_v1_contig_3996 	 15 	 27
PiuraChilensis_v1_contig_3997 	 3 	 11
PiuraChilensis_v1_contig_3998 	 33 	 19
PiuraChilensis_v1_contig_3999 	 15 	 19
PiuraChilensis_v1_contig_4 	 45451 	 59255
PiuraChilensis_v1_contig_40 	 26 	 45
PiuraChilensis_v1_contig_400 	 16 	 13
PiuraChilensis_v1_contig_4000 	 43 	 66
PiuraChilensis_v1_contig_4001 	 15 	 6
PiuraChilensis_v1_contig_4002 	 9 	 13
PiuraChilensis_v1_contig_4003 	 4 	 9
PiuraChilensis_v1_contig_4004 	 52 	 56
PiuraChilensis_v1_contig_4005 	 1 	 15
PiuraChilensis_v1_contig_4006 	 27 	 15
PiuraChilensis_v1_contig_4007 	 13 	 11
PiuraChilensis_v1_contig_4008 	 11 	 16
PiuraChilensis_v1_contig_4009 	 2 	 8
PiuraChilensis_v1_contig_401 	 15 	 30
PiuraChilensis_v1_contig_4010 	 17 	 46
PiuraChilensis_v1_contig_4011 	 13 	 20
PiuraChilensis_v1_contig_4012 	 49 	 67
PiuraChilensis_v1_contig_4013 	 47 	 51
PiuraChilensis_v1_contig_4014 	 6 	 6
PiuraChilensis_v1_contig_4015 	 28 	 25
PiuraChilensis_v1_contig_4016 	 30 	 45
PiuraChilensis_v1_contig_4017 	 19 	 12
PiuraChilensis_v1_contig_4018 	 6 	 15
PiuraChilensis_v1_contig_4019 	 18 	 16
PiuraChilensis_v1_contig_402 	 31 	 24
PiuraChilensis_v1_contig_4020 	 12 	 9
PiuraChilensis_v1_contig_4021 	 36 	 16
PiuraChilensis_v1_contig_4022 	 20 	 36
PiuraChilensis_v1_contig_4023 	 29 	 19
PiuraChilensis_v1_contig_4024 	 37 	 39
PiuraChilensis_v1_contig_4025 	 19 	 20
PiuraChilensis_v1_contig_4026 	 2 	 0
PiuraChilensis_v1_contig_4027 	 1 	 7
PiuraChilensis_v1_contig_4028 	 22 	 25
PiuraChilensis_v1_contig_4029 	 36 	 15
PiuraChilensis_v1_contig_403 	 8 	 8
PiuraChilensis_v1_contig_4030 	 24 	 0
PiuraChilensis_v1_contig_4031 	 27 	 25
PiuraChilensis_v1_contig_4032 	 147 	 54
PiuraChilensis_v1_contig_4033 	 0 	 3
PiuraChilensis_v1_contig_4034 	 33 	 44
PiuraChilensis_v1_contig_4035 	 1 	 1
PiuraChilensis_v1_contig_4036 	 2 	 6
PiuraChilensis_v1_contig_4037 	 12 	 12
PiuraChilensis_v1_contig_4038 	 18 	 15
PiuraChilensis_v1_contig_4039 	 14 	 29
PiuraChilensis_v1_contig_404 	 7 	 3
PiuraChilensis_v1_contig_4040 	 6 	 3
PiuraChilensis_v1_contig_4041 	 7 	 26
PiuraChilensis_v1_contig_4042 	 0 	 4
PiuraChilensis_v1_contig_4043 	 5 	 2
PiuraChilensis_v1_contig_4044 	 3 	 8
PiuraChilensis_v1_contig_4045 	 9 	 21
PiuraChilensis_v1_contig_4046 	 14 	 37
PiuraChilensis_v1_contig_4047 	 14 	 20
PiuraChilensis_v1_contig_4048 	 36 	 41
PiuraChilensis_v1_contig_4049 	 26 	 33
PiuraChilensis_v1_contig_405 	 75 	 55
PiuraChilensis_v1_contig_4050 	 51 	 28
PiuraChilensis_v1_contig_4051 	 4 	 76
PiuraChilensis_v1_contig_4052 	 14 	 20
PiuraChilensis_v1_contig_4053 	 28 	 22
PiuraChilensis_v1_contig_4054 	 106 	 77
PiuraChilensis_v1_contig_4055 	 65 	 94
PiuraChilensis_v1_contig_4056 	 8 	 27
PiuraChilensis_v1_contig_4057 	 5 	 5
PiuraChilensis_v1_contig_4058 	 8 	 17
PiuraChilensis_v1_contig_4059 	 14 	 33
PiuraChilensis_v1_contig_406 	 42 	 34
PiuraChilensis_v1_contig_4060 	 24 	 20
PiuraChilensis_v1_contig_4061 	 7 	 2
PiuraChilensis_v1_contig_4062 	 23 	 38
PiuraChilensis_v1_contig_4063 	 3 	 4
PiuraChilensis_v1_contig_4064 	 19 	 9
PiuraChilensis_v1_contig_4065 	 334 	 240
PiuraChilensis_v1_contig_4066 	 49 	 0
PiuraChilensis_v1_contig_4067 	 77 	 57
PiuraChilensis_v1_contig_4068 	 4 	 2
PiuraChilensis_v1_contig_4069 	 22 	 13
PiuraChilensis_v1_contig_407 	 98 	 190
PiuraChilensis_v1_contig_4070 	 13 	 18
PiuraChilensis_v1_contig_4071 	 2 	 21
PiuraChilensis_v1_contig_4072 	 21 	 29
PiuraChilensis_v1_contig_4073 	 101 	 76
PiuraChilensis_v1_contig_4074 	 94 	 102
PiuraChilensis_v1_contig_4075 	 8 	 33
PiuraChilensis_v1_contig_4076 	 27 	 23
PiuraChilensis_v1_contig_4077 	 3 	 15
PiuraChilensis_v1_contig_4078 	 5 	 15
PiuraChilensis_v1_contig_4079 	 3 	 6
PiuraChilensis_v1_contig_408 	 140 	 162
PiuraChilensis_v1_contig_4080 	 4 	 4
PiuraChilensis_v1_contig_4081 	 16 	 17
PiuraChilensis_v1_contig_4082 	 12 	 12
PiuraChilensis_v1_contig_4083 	 1 	 2
PiuraChilensis_v1_contig_4084 	 3 	 2
PiuraChilensis_v1_contig_4085 	 15 	 9
PiuraChilensis_v1_contig_4086 	 10 	 8
PiuraChilensis_v1_contig_4087 	 16 	 6
PiuraChilensis_v1_contig_4088 	 14 	 8
PiuraChilensis_v1_contig_4089 	 39 	 48
PiuraChilensis_v1_contig_409 	 25 	 47
PiuraChilensis_v1_contig_4090 	 5 	 2
PiuraChilensis_v1_contig_4091 	 80 	 33
PiuraChilensis_v1_contig_4092 	 24 	 14
PiuraChilensis_v1_contig_4093 	 146 	 112
PiuraChilensis_v1_contig_4094 	 19 	 19
PiuraChilensis_v1_contig_4095 	 17 	 15
PiuraChilensis_v1_contig_4096 	 5 	 12
PiuraChilensis_v1_contig_4097 	 66 	 50
PiuraChilensis_v1_contig_4098 	 98 	 96
PiuraChilensis_v1_contig_4099 	 3 	 9
PiuraChilensis_v1_contig_41 	 27 	 13
PiuraChilensis_v1_contig_410 	 143 	 341
PiuraChilensis_v1_contig_4100 	 38 	 12
PiuraChilensis_v1_contig_4101 	 11 	 11
PiuraChilensis_v1_contig_4102 	 19 	 24
PiuraChilensis_v1_contig_4103 	 3 	 12
PiuraChilensis_v1_contig_4104 	 2 	 6
PiuraChilensis_v1_contig_4105 	 20 	 21
PiuraChilensis_v1_contig_4106 	 35 	 44
PiuraChilensis_v1_contig_4107 	 1 	 8
PiuraChilensis_v1_contig_4108 	 4 	 10
PiuraChilensis_v1_contig_4109 	 14 	 19
PiuraChilensis_v1_contig_411 	 0 	 1
PiuraChilensis_v1_contig_4110 	 4 	 4
PiuraChilensis_v1_contig_4111 	 3 	 14
PiuraChilensis_v1_contig_4112 	 23 	 26
PiuraChilensis_v1_contig_4113 	 30 	 18
PiuraChilensis_v1_contig_4114 	 33 	 17
PiuraChilensis_v1_contig_4115 	 22 	 22
PiuraChilensis_v1_contig_4116 	 23 	 15
PiuraChilensis_v1_contig_4117 	 59 	 16
PiuraChilensis_v1_contig_4118 	 10 	 18
PiuraChilensis_v1_contig_4119 	 2 	 5
PiuraChilensis_v1_contig_412 	 644 	 454
PiuraChilensis_v1_contig_4120 	 13 	 17
PiuraChilensis_v1_contig_4121 	 13 	 11
PiuraChilensis_v1_contig_4122 	 26 	 38
PiuraChilensis_v1_contig_4123 	 27 	 14
PiuraChilensis_v1_contig_4124 	 61 	 71
PiuraChilensis_v1_contig_4125 	 37 	 19
PiuraChilensis_v1_contig_4126 	 15 	 19
PiuraChilensis_v1_contig_4127 	 21 	 25
PiuraChilensis_v1_contig_4128 	 3 	 9
PiuraChilensis_v1_contig_4129 	 4 	 6
PiuraChilensis_v1_contig_413 	 4 	 4
PiuraChilensis_v1_contig_4130 	 9 	 5
PiuraChilensis_v1_contig_4131 	 6 	 4
PiuraChilensis_v1_contig_4132 	 6 	 10
PiuraChilensis_v1_contig_4133 	 11 	 13
PiuraChilensis_v1_contig_4134 	 22 	 24
PiuraChilensis_v1_contig_4135 	 10 	 12
PiuraChilensis_v1_contig_4136 	 4 	 2
PiuraChilensis_v1_contig_4137 	 42 	 52
PiuraChilensis_v1_contig_4138 	 50 	 54
PiuraChilensis_v1_contig_4139 	 0 	 19
PiuraChilensis_v1_contig_414 	 57 	 68
PiuraChilensis_v1_contig_4140 	 6 	 12
PiuraChilensis_v1_contig_4141 	 51 	 40
PiuraChilensis_v1_contig_4142 	 43 	 38
PiuraChilensis_v1_contig_4143 	 1 	 6
PiuraChilensis_v1_contig_4144 	 28 	 33
PiuraChilensis_v1_contig_4145 	 6 	 7
PiuraChilensis_v1_contig_4146 	 15 	 19
PiuraChilensis_v1_contig_4147 	 44 	 48
PiuraChilensis_v1_contig_4148 	 8 	 23
PiuraChilensis_v1_contig_4149 	 23 	 19
PiuraChilensis_v1_contig_415 	 40 	 34
PiuraChilensis_v1_contig_4150 	 43 	 36
PiuraChilensis_v1_contig_4151 	 79 	 55
PiuraChilensis_v1_contig_4152 	 28 	 16
PiuraChilensis_v1_contig_4153 	 33 	 41
PiuraChilensis_v1_contig_4154 	 52 	 53
PiuraChilensis_v1_contig_4155 	 21 	 40
PiuraChilensis_v1_contig_4156 	 5 	 4
PiuraChilensis_v1_contig_4157 	 75 	 65
PiuraChilensis_v1_contig_4158 	 9 	 24
PiuraChilensis_v1_contig_4159 	 10 	 11
PiuraChilensis_v1_contig_416 	 60 	 67
PiuraChilensis_v1_contig_4160 	 0 	 4
PiuraChilensis_v1_contig_4161 	 15 	 28
PiuraChilensis_v1_contig_4162 	 8 	 17
PiuraChilensis_v1_contig_4163 	 9 	 6
PiuraChilensis_v1_contig_4164 	 26 	 18
PiuraChilensis_v1_contig_4165 	 13 	 18
PiuraChilensis_v1_contig_4166 	 29 	 16
PiuraChilensis_v1_contig_4167 	 10 	 12
PiuraChilensis_v1_contig_4168 	 5 	 8
PiuraChilensis_v1_contig_4169 	 113 	 45
PiuraChilensis_v1_contig_417 	 618 	 632
PiuraChilensis_v1_contig_4170 	 2 	 4
PiuraChilensis_v1_contig_4171 	 5 	 20
PiuraChilensis_v1_contig_4172 	 6 	 1
PiuraChilensis_v1_contig_4173 	 20 	 11
PiuraChilensis_v1_contig_4174 	 27 	 22
PiuraChilensis_v1_contig_4175 	 24 	 21
PiuraChilensis_v1_contig_4176 	 18 	 6
PiuraChilensis_v1_contig_4177 	 9 	 16
PiuraChilensis_v1_contig_4178 	 15 	 8
PiuraChilensis_v1_contig_4179 	 42 	 47
PiuraChilensis_v1_contig_418 	 27 	 110
PiuraChilensis_v1_contig_4180 	 85 	 86
PiuraChilensis_v1_contig_4181 	 17 	 11
PiuraChilensis_v1_contig_4182 	 26 	 34
PiuraChilensis_v1_contig_4183 	 0 	 5
PiuraChilensis_v1_contig_4184 	 10 	 10
PiuraChilensis_v1_contig_4185 	 30 	 15
PiuraChilensis_v1_contig_4186 	 4 	 6
PiuraChilensis_v1_contig_4187 	 1 	 9
PiuraChilensis_v1_contig_4188 	 49 	 59
PiuraChilensis_v1_contig_4189 	 15 	 14
PiuraChilensis_v1_contig_419 	 47 	 48
PiuraChilensis_v1_contig_4190 	 9 	 21
PiuraChilensis_v1_contig_4191 	 11 	 3
PiuraChilensis_v1_contig_4192 	 9 	 14
PiuraChilensis_v1_contig_4193 	 44 	 52
PiuraChilensis_v1_contig_4194 	 18 	 17
PiuraChilensis_v1_contig_4195 	 1 	 4
PiuraChilensis_v1_contig_4196 	 13 	 11
PiuraChilensis_v1_contig_4197 	 2 	 0
PiuraChilensis_v1_contig_4198 	 9 	 11
PiuraChilensis_v1_contig_4199 	 34 	 42
PiuraChilensis_v1_contig_42 	 2650 	 7514
PiuraChilensis_v1_contig_420 	 14 	 12
PiuraChilensis_v1_contig_4200 	 177 	 45
PiuraChilensis_v1_contig_4201 	 3 	 4
PiuraChilensis_v1_contig_4202 	 68 	 54
PiuraChilensis_v1_contig_4203 	 3 	 9
PiuraChilensis_v1_contig_4204 	 5 	 6
PiuraChilensis_v1_contig_4205 	 3 	 4
PiuraChilensis_v1_contig_4206 	 15 	 13
PiuraChilensis_v1_contig_4207 	 8 	 3
PiuraChilensis_v1_contig_4208 	 26 	 23
PiuraChilensis_v1_contig_4209 	 14 	 15
PiuraChilensis_v1_contig_421 	 11 	 6
PiuraChilensis_v1_contig_4210 	 38 	 54
PiuraChilensis_v1_contig_4211 	 16 	 50
PiuraChilensis_v1_contig_4212 	 6 	 6
PiuraChilensis_v1_contig_4213 	 11 	 13
PiuraChilensis_v1_contig_4214 	 2 	 4
PiuraChilensis_v1_contig_4215 	 26 	 36
PiuraChilensis_v1_contig_4216 	 39 	 49
PiuraChilensis_v1_contig_4217 	 11 	 21
PiuraChilensis_v1_contig_4218 	 19 	 16
PiuraChilensis_v1_contig_4219 	 7 	 20
PiuraChilensis_v1_contig_422 	 6 	 0
PiuraChilensis_v1_contig_4220 	 11 	 11
PiuraChilensis_v1_contig_4221 	 50 	 29
PiuraChilensis_v1_contig_4222 	 10 	 12
PiuraChilensis_v1_contig_4223 	 3 	 16
PiuraChilensis_v1_contig_4224 	 70 	 76
PiuraChilensis_v1_contig_4225 	 8 	 7
PiuraChilensis_v1_contig_4226 	 28 	 30
PiuraChilensis_v1_contig_4227 	 59 	 21
PiuraChilensis_v1_contig_4228 	 22 	 49
PiuraChilensis_v1_contig_4229 	 13 	 15
PiuraChilensis_v1_contig_423 	 156 	 188
PiuraChilensis_v1_contig_4230 	 22 	 53
PiuraChilensis_v1_contig_4231 	 33 	 35
PiuraChilensis_v1_contig_4232 	 12 	 13
PiuraChilensis_v1_contig_4233 	 0 	 0
PiuraChilensis_v1_contig_4234 	 20 	 23
PiuraChilensis_v1_contig_4235 	 14 	 8
PiuraChilensis_v1_contig_4236 	 8 	 7
PiuraChilensis_v1_contig_4237 	 68 	 24
PiuraChilensis_v1_contig_4238 	 56 	 3
PiuraChilensis_v1_contig_4239 	 8 	 10
PiuraChilensis_v1_contig_424 	 33 	 26
PiuraChilensis_v1_contig_4240 	 19 	 15
PiuraChilensis_v1_contig_4241 	 31 	 41
PiuraChilensis_v1_contig_4242 	 22 	 10
PiuraChilensis_v1_contig_4243 	 40 	 26
PiuraChilensis_v1_contig_4244 	 12 	 27
PiuraChilensis_v1_contig_4245 	 15 	 15
PiuraChilensis_v1_contig_4246 	 5 	 7
PiuraChilensis_v1_contig_4247 	 237 	 83
PiuraChilensis_v1_contig_4248 	 23 	 39
PiuraChilensis_v1_contig_4249 	 1 	 5
PiuraChilensis_v1_contig_425 	 11 	 34
PiuraChilensis_v1_contig_4250 	 5 	 5
PiuraChilensis_v1_contig_4251 	 32 	 31
PiuraChilensis_v1_contig_4252 	 19 	 29
PiuraChilensis_v1_contig_4253 	 18 	 4
PiuraChilensis_v1_contig_4254 	 2 	 5
PiuraChilensis_v1_contig_4255 	 3 	 2
PiuraChilensis_v1_contig_4256 	 26 	 35
PiuraChilensis_v1_contig_4257 	 8 	 20
PiuraChilensis_v1_contig_4258 	 32 	 19
PiuraChilensis_v1_contig_4259 	 8 	 3
PiuraChilensis_v1_contig_426 	 28 	 20
PiuraChilensis_v1_contig_4260 	 7 	 17
PiuraChilensis_v1_contig_4261 	 43 	 27
PiuraChilensis_v1_contig_4262 	 2 	 6
PiuraChilensis_v1_contig_4263 	 15 	 7
PiuraChilensis_v1_contig_4264 	 0 	 2
PiuraChilensis_v1_contig_4265 	 1 	 2
PiuraChilensis_v1_contig_4266 	 10 	 12
PiuraChilensis_v1_contig_4267 	 171 	 233
PiuraChilensis_v1_contig_4268 	 49 	 49
PiuraChilensis_v1_contig_4269 	 13 	 18
PiuraChilensis_v1_contig_427 	 17 	 10
PiuraChilensis_v1_contig_4270 	 78 	 22
PiuraChilensis_v1_contig_4271 	 27 	 32
PiuraChilensis_v1_contig_4272 	 0 	 5
PiuraChilensis_v1_contig_4273 	 22 	 15
PiuraChilensis_v1_contig_4274 	 5 	 6
PiuraChilensis_v1_contig_4275 	 4 	 4
PiuraChilensis_v1_contig_4276 	 4 	 1
PiuraChilensis_v1_contig_4277 	 17 	 14
PiuraChilensis_v1_contig_4278 	 17 	 9
PiuraChilensis_v1_contig_4279 	 3 	 2
PiuraChilensis_v1_contig_428 	 13 	 13
PiuraChilensis_v1_contig_4280 	 3 	 5
PiuraChilensis_v1_contig_4281 	 1 	 1
PiuraChilensis_v1_contig_4282 	 2 	 6
PiuraChilensis_v1_contig_4283 	 11 	 5
PiuraChilensis_v1_contig_4284 	 10 	 12
PiuraChilensis_v1_contig_4285 	 0 	 3
PiuraChilensis_v1_contig_4286 	 3 	 19
PiuraChilensis_v1_contig_4287 	 2 	 1
PiuraChilensis_v1_contig_4288 	 7 	 10
PiuraChilensis_v1_contig_4289 	 29 	 13
PiuraChilensis_v1_contig_429 	 52 	 79
PiuraChilensis_v1_contig_4290 	 75 	 39
PiuraChilensis_v1_contig_4291 	 42 	 50
PiuraChilensis_v1_contig_4292 	 5 	 7
PiuraChilensis_v1_contig_4293 	 24 	 30
PiuraChilensis_v1_contig_4294 	 21 	 125
PiuraChilensis_v1_contig_4295 	 3 	 2
PiuraChilensis_v1_contig_4296 	 27 	 34
PiuraChilensis_v1_contig_4297 	 17 	 15
PiuraChilensis_v1_contig_4298 	 21 	 25
PiuraChilensis_v1_contig_4299 	 1 	 2
PiuraChilensis_v1_contig_43 	 159 	 183
PiuraChilensis_v1_contig_430 	 25 	 39
PiuraChilensis_v1_contig_4300 	 12 	 10
PiuraChilensis_v1_contig_4301 	 5 	 4
PiuraChilensis_v1_contig_4302 	 6 	 8
PiuraChilensis_v1_contig_4303 	 4 	 11
PiuraChilensis_v1_contig_4304 	 43 	 30
PiuraChilensis_v1_contig_4305 	 18 	 16
PiuraChilensis_v1_contig_4306 	 11 	 17
PiuraChilensis_v1_contig_4307 	 9 	 2
PiuraChilensis_v1_contig_4308 	 14 	 23
PiuraChilensis_v1_contig_4309 	 26 	 35
PiuraChilensis_v1_contig_431 	 22 	 17
PiuraChilensis_v1_contig_4310 	 3 	 5
PiuraChilensis_v1_contig_4311 	 12 	 21
PiuraChilensis_v1_contig_4312 	 2 	 13
PiuraChilensis_v1_contig_4313 	 0 	 5
PiuraChilensis_v1_contig_4314 	 19 	 10
PiuraChilensis_v1_contig_4315 	 28 	 25
PiuraChilensis_v1_contig_4316 	 20 	 17
PiuraChilensis_v1_contig_4317 	 15 	 2
PiuraChilensis_v1_contig_4318 	 48 	 40
PiuraChilensis_v1_contig_4319 	 5 	 2
PiuraChilensis_v1_contig_432 	 18 	 9
PiuraChilensis_v1_contig_4320 	 5 	 9
PiuraChilensis_v1_contig_4321 	 7 	 6
PiuraChilensis_v1_contig_4322 	 4 	 7
PiuraChilensis_v1_contig_4323 	 24 	 13
PiuraChilensis_v1_contig_4324 	 22 	 20
PiuraChilensis_v1_contig_4325 	 8 	 2
PiuraChilensis_v1_contig_4326 	 40 	 67
PiuraChilensis_v1_contig_4327 	 11 	 38
PiuraChilensis_v1_contig_4328 	 58 	 66
PiuraChilensis_v1_contig_4329 	 53 	 51
PiuraChilensis_v1_contig_433 	 26 	 30
PiuraChilensis_v1_contig_4330 	 5 	 7
PiuraChilensis_v1_contig_4331 	 40 	 42
PiuraChilensis_v1_contig_4332 	 31 	 23
PiuraChilensis_v1_contig_4333 	 12 	 10
PiuraChilensis_v1_contig_4334 	 4 	 12
PiuraChilensis_v1_contig_4335 	 7 	 4
PiuraChilensis_v1_contig_4336 	 78 	 56
PiuraChilensis_v1_contig_4337 	 21 	 5
PiuraChilensis_v1_contig_4338 	 7 	 15
PiuraChilensis_v1_contig_4339 	 27 	 14
PiuraChilensis_v1_contig_434 	 151 	 154
PiuraChilensis_v1_contig_4340 	 9 	 16
PiuraChilensis_v1_contig_4341 	 43 	 32
PiuraChilensis_v1_contig_4342 	 3 	 1
PiuraChilensis_v1_contig_4343 	 8 	 5
PiuraChilensis_v1_contig_4344 	 12 	 11
PiuraChilensis_v1_contig_4345 	 9 	 7
PiuraChilensis_v1_contig_4346 	 10 	 50
PiuraChilensis_v1_contig_4347 	 33 	 13
PiuraChilensis_v1_contig_4348 	 70 	 60
PiuraChilensis_v1_contig_4349 	 24 	 20
PiuraChilensis_v1_contig_435 	 26 	 26
PiuraChilensis_v1_contig_4350 	 15 	 9
PiuraChilensis_v1_contig_4351 	 154 	 27
PiuraChilensis_v1_contig_4352 	 69 	 81
PiuraChilensis_v1_contig_4353 	 8 	 18
PiuraChilensis_v1_contig_4354 	 16 	 4
PiuraChilensis_v1_contig_4355 	 15 	 17
PiuraChilensis_v1_contig_4356 	 41 	 31
PiuraChilensis_v1_contig_4357 	 15 	 22
PiuraChilensis_v1_contig_4358 	 3 	 4
PiuraChilensis_v1_contig_4359 	 6 	 8
PiuraChilensis_v1_contig_436 	 6 	 8
PiuraChilensis_v1_contig_4360 	 26 	 30
PiuraChilensis_v1_contig_4361 	 86 	 117
PiuraChilensis_v1_contig_4362 	 0 	 4
PiuraChilensis_v1_contig_4363 	 2 	 7
PiuraChilensis_v1_contig_4364 	 7 	 1
PiuraChilensis_v1_contig_4365 	 76 	 70
PiuraChilensis_v1_contig_4366 	 2 	 4
PiuraChilensis_v1_contig_4367 	 2 	 2
PiuraChilensis_v1_contig_4368 	 17 	 11
PiuraChilensis_v1_contig_4369 	 15 	 27
PiuraChilensis_v1_contig_437 	 216 	 72
PiuraChilensis_v1_contig_4370 	 2 	 0
PiuraChilensis_v1_contig_4371 	 0 	 3
PiuraChilensis_v1_contig_4372 	 65 	 53
PiuraChilensis_v1_contig_4373 	 30 	 40
PiuraChilensis_v1_contig_4374 	 7 	 12
PiuraChilensis_v1_contig_4375 	 10 	 2
PiuraChilensis_v1_contig_4376 	 0 	 1
PiuraChilensis_v1_contig_4377 	 11 	 21
PiuraChilensis_v1_contig_4378 	 83 	 84
PiuraChilensis_v1_contig_4379 	 6 	 18
PiuraChilensis_v1_contig_438 	 70 	 54
PiuraChilensis_v1_contig_4380 	 2 	 6
PiuraChilensis_v1_contig_4381 	 3 	 3
PiuraChilensis_v1_contig_4382 	 10 	 16
PiuraChilensis_v1_contig_4383 	 14 	 11
PiuraChilensis_v1_contig_4384 	 39 	 14
PiuraChilensis_v1_contig_4385 	 2 	 12
PiuraChilensis_v1_contig_4386 	 1 	 5
PiuraChilensis_v1_contig_4387 	 42 	 32
PiuraChilensis_v1_contig_4388 	 42 	 37
PiuraChilensis_v1_contig_4389 	 30 	 31
PiuraChilensis_v1_contig_439 	 6 	 9
PiuraChilensis_v1_contig_4390 	 25 	 14
PiuraChilensis_v1_contig_4391 	 7 	 6
PiuraChilensis_v1_contig_4392 	 31 	 24
PiuraChilensis_v1_contig_4393 	 11 	 13
PiuraChilensis_v1_contig_4394 	 6 	 14
PiuraChilensis_v1_contig_4395 	 20 	 23
PiuraChilensis_v1_contig_4396 	 41 	 15
PiuraChilensis_v1_contig_4397 	 5 	 2
PiuraChilensis_v1_contig_4398 	 48 	 33
PiuraChilensis_v1_contig_4399 	 8 	 25
PiuraChilensis_v1_contig_44 	 160 	 45
PiuraChilensis_v1_contig_440 	 79 	 6
PiuraChilensis_v1_contig_4400 	 40 	 40
PiuraChilensis_v1_contig_4401 	 9 	 12
PiuraChilensis_v1_contig_4402 	 3 	 12
PiuraChilensis_v1_contig_4403 	 3 	 1
PiuraChilensis_v1_contig_4404 	 10 	 10
PiuraChilensis_v1_contig_4405 	 31 	 33
PiuraChilensis_v1_contig_4406 	 34 	 21
PiuraChilensis_v1_contig_4407 	 66 	 25
PiuraChilensis_v1_contig_4408 	 37 	 23
PiuraChilensis_v1_contig_4409 	 44 	 37
PiuraChilensis_v1_contig_441 	 76 	 37
PiuraChilensis_v1_contig_4410 	 6 	 4
PiuraChilensis_v1_contig_4411 	 20 	 12
PiuraChilensis_v1_contig_4412 	 5 	 35
PiuraChilensis_v1_contig_4413 	 6 	 8
PiuraChilensis_v1_contig_4414 	 60 	 88
PiuraChilensis_v1_contig_4415 	 6 	 0
PiuraChilensis_v1_contig_4416 	 10 	 15
PiuraChilensis_v1_contig_4417 	 1 	 9
PiuraChilensis_v1_contig_4418 	 22 	 10
PiuraChilensis_v1_contig_4419 	 3 	 3
PiuraChilensis_v1_contig_442 	 7 	 0
PiuraChilensis_v1_contig_4420 	 3 	 7
PiuraChilensis_v1_contig_4421 	 7 	 14
PiuraChilensis_v1_contig_4422 	 61 	 46
PiuraChilensis_v1_contig_4423 	 35 	 26
PiuraChilensis_v1_contig_4424 	 7 	 5
PiuraChilensis_v1_contig_4425 	 6 	 13
PiuraChilensis_v1_contig_4426 	 9 	 0
PiuraChilensis_v1_contig_4427 	 69 	 15
PiuraChilensis_v1_contig_4428 	 3 	 3
PiuraChilensis_v1_contig_4429 	 25 	 55
PiuraChilensis_v1_contig_443 	 714 	 839
PiuraChilensis_v1_contig_4430 	 11 	 11
PiuraChilensis_v1_contig_4431 	 6 	 1
PiuraChilensis_v1_contig_4432 	 2 	 1
PiuraChilensis_v1_contig_4433 	 11 	 8
PiuraChilensis_v1_contig_4434 	 31 	 30
PiuraChilensis_v1_contig_4435 	 6 	 5
PiuraChilensis_v1_contig_4436 	 3 	 6
PiuraChilensis_v1_contig_4437 	 5 	 9
PiuraChilensis_v1_contig_4438 	 8 	 11
PiuraChilensis_v1_contig_4439 	 2 	 5
PiuraChilensis_v1_contig_444 	 290 	 339
PiuraChilensis_v1_contig_4440 	 28 	 27
PiuraChilensis_v1_contig_4441 	 45 	 42
PiuraChilensis_v1_contig_4442 	 19 	 4
PiuraChilensis_v1_contig_4443 	 1 	 7
PiuraChilensis_v1_contig_4444 	 23 	 14
PiuraChilensis_v1_contig_4445 	 68 	 72
PiuraChilensis_v1_contig_4446 	 18 	 60
PiuraChilensis_v1_contig_4447 	 3 	 9
PiuraChilensis_v1_contig_4448 	 1 	 3
PiuraChilensis_v1_contig_4449 	 7 	 30
PiuraChilensis_v1_contig_445 	 12 	 24
PiuraChilensis_v1_contig_4450 	 27 	 19
PiuraChilensis_v1_contig_4451 	 17 	 17
PiuraChilensis_v1_contig_4452 	 58 	 55
PiuraChilensis_v1_contig_4453 	 13 	 12
PiuraChilensis_v1_contig_4454 	 2 	 1
PiuraChilensis_v1_contig_4455 	 6 	 9
PiuraChilensis_v1_contig_4456 	 29 	 31
PiuraChilensis_v1_contig_4457 	 6 	 5
PiuraChilensis_v1_contig_4458 	 15 	 12
PiuraChilensis_v1_contig_4459 	 28 	 43
PiuraChilensis_v1_contig_446 	 1 	 4
PiuraChilensis_v1_contig_4460 	 243 	 87
PiuraChilensis_v1_contig_4461 	 26 	 17
PiuraChilensis_v1_contig_4462 	 2 	 6
PiuraChilensis_v1_contig_4463 	 2 	 12
PiuraChilensis_v1_contig_4464 	 9 	 22
PiuraChilensis_v1_contig_4465 	 19 	 16
PiuraChilensis_v1_contig_4466 	 15 	 10
PiuraChilensis_v1_contig_4467 	 32 	 31
PiuraChilensis_v1_contig_4468 	 46 	 34
PiuraChilensis_v1_contig_4469 	 9 	 26
PiuraChilensis_v1_contig_447 	 2 	 6
PiuraChilensis_v1_contig_4470 	 13 	 43
PiuraChilensis_v1_contig_4471 	 11 	 21
PiuraChilensis_v1_contig_4472 	 17 	 12
PiuraChilensis_v1_contig_4473 	 12 	 6
PiuraChilensis_v1_contig_4474 	 21 	 30
PiuraChilensis_v1_contig_4475 	 21 	 37
PiuraChilensis_v1_contig_4476 	 26 	 58
